alpha,coeff,kl_p95,kl_mean,kl_max
0.0,0.0,0.0,0.0,0.0
0.25,0.5180375715983502,0.11461558192968369,0.02780664712190628,0.39140355587005615
0.5,1.0360751431967004,0.37549957633018494,0.09505791962146759,1.7557041645050049
0.75,1.5541127147950506,0.7674782276153564,0.17766396701335907,5.0202531814575195
1.0,2.0721502863934007,0.9213039875030518,0.17482376098632812,6.230146884918213
1.5,3.1082254295901013,1.0336216688156128,0.1986885368824005,10.366641998291016
2.0,4.144300572786801,1.6580771207809448,0.6465433835983276,13.17214298248291
4.0,8.288601145573603,4.413588523864746,4.0899200439453125,19.996070861816406
