alpha,coeff,kl_p95,kl_mean,kl_max
0.0,0.0,0.0,0.0,0.0
0.5,1.0360751431967004,0.37549957633018494,0.09505791962146759,1.7557041645050049
1.0,2.0721502863934007,0.9213039875030518,0.17482376098632812,6.230146884918213
2.0,4.144300572786801,1.6580771207809448,0.6465433835983276,13.17214298248291
4.0,8.288601145573603,4.413588523864746,4.0899200439453125,19.996070861816406
